timestamp,solar_generation_kw,wind_generation_kw,demand_kw,grid_price_usd_per_kwh,carbon_intensity_g_per_kwh,hour,day_of_week,month,temperature,battery_soc_percent
2023-01-01 00:00:00,2.8071863705433517,23.964244352233504,22.94263659106356,0.07089715480725452,336.000126012887,6,0,9,26.402909904754637,81.63149477082341
2023-01-01 01:00:00,0.0,7.211300217026236,88.51787105685186,0.15085543581248662,544.249854278397,19,0,5,16.636944040354606,55.5917558906366
2023-01-01 02:00:00,76.69542670465262,43.120806314379,49.40646991517507,0.16772269036401888,451.18611505774965,14,3,4,6.742438204481673,67.2598212960682
2023-01-01 03:00:00,87.46197014703779,2.8743202227437843,63.56328881819558,0.12763071554951586,351.95917204912445,10,1,1,4.4388866465848915,53.7679525740412
2023-01-01 04:00:00,21.67246806070276,7.371880757263248,42.23310760167169,0.13438981182369436,374.86642798673057,7,2,3,19.003933238899506,44.57689820728185
2023-01-01 05:00:00,0.0,4.2522490315471035,70.24213016691537,0.08123192256258992,521.7273583011736,20,4,4,4.948025746856261,28.795511495114994
2023-01-01 06:00:00,0.3958844814143484,13.816966805993138,30.70332776881726,0.07632242203547938,324.6650565909052,6,2,11,2.9974713888467757,61.54971280550957
2023-01-01 07:00:00,5.291575317272288,0.0,78.52297025685746,0.12123907873753867,447.76612879581694,18,1,11,12.65790746462553,45.66788748689655
2023-01-01 08:00:00,0.0,39.51826434949338,35.834370407970546,0.09607921126549457,495.13310269638305,22,0,5,10.504810341482695,33.24740182763137
2023-01-01 09:00:00,41.244161546921056,22.46651557652181,51.04822454120719,0.11416664282931621,344.27619574082644,10,3,10,18.793535643900796,25.159612754898237
2023-01-01 10:00:00,79.52483544206171,0.0,60.05744935537183,0.12421693343015444,318.63410518843796,10,1,12,11.990058855795246,76.52557851055869
2023-01-01 11:00:00,0.0,5.500578004893416,36.52590036341018,0.07988500217251769,485.48611904374417,23,5,5,-3.13945205139013,85.08380695692794
2023-01-01 12:00:00,0.0,1.5089422457453403,59.83328026827703,0.06957748055149253,514.1190283124466,20,5,10,0.9778897615927216,74.17331657081814
2023-01-01 13:00:00,0.0,2.937706562695367,20.354803258311524,0.09808388579127722,367.585728782742,3,1,8,11.616204151194754,40.42579292082156
2023-01-01 14:00:00,13.67110363352553,26.728907166052096,20.0,0.16907443135918024,339.0012252900103,7,4,3,23.495658031522293,49.23924592974564
2023-01-01 15:00:00,0.0,33.085096239807896,48.73822404882688,0.06668479515109701,495.1958376543617,23,2,7,3.93482532089334,90.92574551466119
2023-01-01 16:00:00,0.0,7.0757278892179425,40.02695327816913,0.08384831233149986,484.9881742979085,2,2,6,12.204180348108643,96.69637869532244
2023-01-01 17:00:00,0.0,0.0,81.37996297972136,0.07404868795843993,466.2004293838747,21,4,10,18.0841975444589,23.01359288797307
2023-01-01 18:00:00,0.0,31.25001873293541,83.54819967203827,0.0800799574519542,534.0228391378714,20,3,11,11.982878101902708,84.29961054099678
2023-01-01 19:00:00,0.0,6.465274496676814,21.374532113856986,0.07287907056947096,432.20719108461003,1,0,10,6.82132906926782,37.9903374502495
2023-01-01 20:00:00,0.0,0.0,20.0,0.07552897815388332,440.1543985900521,23,6,10,15.485388978633036,25.127787509205195
2023-01-01 21:00:00,89.6185481313824,33.65600265538754,52.84103790009478,0.14114388254087773,372.06382207145,11,6,11,12.726558926544946,80.36500135518705
2023-01-01 22:00:00,0.0,6.992566593324558,42.61072904660524,0.09376995479213374,350.2807858636063,5,0,6,11.09281143201949,64.92605988725113
2023-01-01 23:00:00,0.0,27.068697617414696,20.0,0.08738977519233494,479.52696741755915,1,5,10,22.26652232773829,96.22729049936638
2023-01-02 00:00:00,0.0,25.218588641661498,73.54975716266472,0.0554463845043299,524.5786112911687,20,3,9,23.799501872741335,57.76271010717678
2023-01-02 01:00:00,0.0,6.6310800820350035,21.336749544260265,0.08999082407685109,513.8635178564019,0,4,7,23.270584177903313,20.467991608018146
2023-01-02 02:00:00,30.45559633783266,20.88405349189904,50.05590795140108,0.16475232556185443,313.63598253234335,11,6,11,29.22603007120258,72.14350297332916
2023-01-02 03:00:00,0.0,0.0,64.33657650819659,0.08152126202786827,478.83119166709696,21,1,7,15.004104667453023,66.5491533551864
2023-01-02 04:00:00,36.86629880878632,12.037188913234875,62.28321088891675,0.14886864295357438,342.57543707130264,11,2,11,9.304931507959761,69.91086996172929
2023-01-02 05:00:00,45.2555661164324,17.551063149608076,78.83343183375226,0.17954920294411883,465.9307393894544,16,1,1,0.8025347302453039,39.950693516475624
2023-01-02 06:00:00,68.95898742491542,25.08049782971599,50.38701851127883,0.13383773073315314,343.80055305089206,9,2,1,19.825870018274717,62.721674171836106
2023-01-02 07:00:00,54.79592942130092,18.39243732543825,59.773845016401395,0.1535520341957317,449.65722787475596,15,1,9,1.4623485160222005,30.108978116209215
2023-01-02 08:00:00,52.10333823995441,35.38102741021737,58.43531895884065,0.17666365064173123,442.1165296226135,14,4,9,21.32950920269067,73.98312475314587
2023-01-02 09:00:00,37.12388932893779,7.31779836949074,70.20300456274245,0.1577615404168052,410.3149710484934,14,4,12,7.838237710196008,47.242511301498176
2023-01-02 10:00:00,16.719623471287875,27.08542763003707,67.20313525815942,0.14216130843044913,511.1248944059023,18,3,11,18.14834029411729,88.36144188400391
2023-01-02 11:00:00,80.41203011493405,23.27235161451891,77.16241192834538,0.15200583695635583,355.8631537269492,11,1,10,31.16230308451992,60.87957892512874
2023-01-02 12:00:00,0.0,3.9172963562116117,42.32130331586116,0.08082664041794453,538.0343300106318,22,1,3,8.581269979943087,31.9858637413968
2023-01-02 13:00:00,0.0,13.709151063513259,89.76313372510846,0.1640462955578794,500.2564327653458,19,3,11,27.427107893970952,94.36466297922803
2023-01-02 14:00:00,0.0,19.08305377790319,33.389594412233606,0.07817420919259449,399.02912185927653,2,3,11,13.474779675870522,60.24493739577801
2023-01-02 15:00:00,0.0,0.0,27.071533799799223,0.07133246304085825,367.77720890971244,4,4,8,22.259792745004756,33.28558419246093
2023-01-02 16:00:00,1.975291650284625,26.719933998200798,77.09496268652984,0.10924422508250066,505.33241412259844,18,4,9,22.824028764956818,23.27996056828386
2023-01-02 17:00:00,14.963983240755663,15.98713198062051,29.756190998803497,0.07698724400134366,346.7865267991157,6,5,1,9.428310211569174,89.74224275122569
2023-01-02 18:00:00,0.0,32.918532838895615,65.1085523117478,0.08283087407170056,482.39355432867154,20,1,12,16.211281809996763,42.194536379371144
2023-01-02 19:00:00,25.293219887275388,4.361587019712264,45.8195724620206,0.11144876491418051,339.9614263518216,8,4,3,32.89108813581866,95.71307694517787
2023-01-02 20:00:00,15.571727839013016,50.0,23.20544903381568,0.0909225387290101,352.5182648576464,6,6,6,7.4975722844548205,47.801181215881186
2023-01-02 21:00:00,26.891227886715978,23.156642312737535,62.348201434238085,0.156606586508517,532.6826149436547,17,4,4,17.09076401956632,21.585560187573655
2023-01-02 22:00:00,0.0,3.6890750320147374,34.498116318184536,0.08193909661633703,437.5752446220712,3,1,8,0.44320035467449514,28.2694095456376
2023-01-02 23:00:00,67.28306004875805,4.824208522539073,62.22729859253159,0.15119957363790923,428.747605370687,13,3,9,11.70647297065379,93.74431515797689
2023-01-03 00:00:00,11.846579464796775,32.991665677565784,85.96707285395128,0.15551798107348574,516.9149782928362,17,1,7,23.802126089917536,85.59207038571901
2023-01-03 01:00:00,30.832764933974772,14.672683483629335,27.92338146730031,0.12633139375392036,333.7471727597086,8,6,11,9.209154297679087,51.08504282516491
2023-01-03 02:00:00,0.0,0.0,98.78439410162717,0.09264876029790348,439.70414657993837,20,0,1,-0.45866758176498834,69.12363939716008
2023-01-03 03:00:00,0.0,0.0,36.72750288141687,0.07961149390641495,426.9890412274902,1,1,2,27.381890168923082,62.16366087627699
2023-01-03 04:00:00,0.0,0.0,81.48870893704257,0.14554253232703046,505.21810962193837,19,0,1,25.68341029303847,80.74446811427407
2023-01-03 05:00:00,72.30897872890205,31.37054014408018,60.15006248207584,0.14567850458317294,381.49267033907415,14,1,9,18.444244541442554,94.6218559415026
2023-01-03 06:00:00,14.050698877998608,10.630723525014883,20.0,0.06009756979102239,354.88198360716723,6,6,4,24.62381223967838,62.434629594176805
2023-01-03 07:00:00,54.886932862733566,30.84057888193798,64.67953659430971,0.13976108404738183,347.74597312488874,11,0,10,27.184338849969645,82.88360700768722
2023-01-03 08:00:00,17.886807058164106,18.63249233970547,58.690700424557726,0.14369743417823558,342.0022410893574,7,0,8,17.780216488763944,98.5590728397839
2023-01-03 09:00:00,52.265787235513955,34.30224577083045,43.67354366456754,0.13293095830756557,443.8576482702322,14,6,5,21.408967821737505,93.52391088831277
2023-01-03 10:00:00,0.0,27.662171789274815,38.887934891428436,0.07489958682269829,388.29958393191805,2,1,5,26.622611846619936,65.57043036213116
2023-01-03 11:00:00,30.870778902162364,50.0,22.640050698101042,0.11140453513462428,413.55750155310494,13,5,5,10.807382649590972,37.17207316747297
2023-01-03 12:00:00,23.02914142639462,0.0,50.5450084326013,0.1830504722384243,477.72026813663274,16,4,11,23.630321730137574,85.48570170604877
2023-01-03 13:00:00,0.0,16.521298061336832,47.16174964400093,0.06842938910273474,390.47546653018645,3,2,5,9.236456646769764,50.621048671536755
2023-01-03 14:00:00,20.753637097309543,24.63062629306394,75.83313377483799,0.14886046417097337,516.6669059080737,17,4,3,19.336897573684894,82.79333078153584
2023-01-03 15:00:00,20.080016195910137,32.643864429293544,45.53858483166758,0.1420418952355222,381.34298253486145,7,0,6,10.695730966733166,42.984532618939795
2023-01-03 16:00:00,0.0,17.415815705150063,48.76689380398959,0.07133164142129703,366.46208013027075,3,1,1,21.555538795511513,75.30168953435118
2023-01-03 17:00:00,0.0,2.5698528113627273,34.13031400402395,0.08161358475449154,456.7137750200322,1,1,8,-3.8937639492966607,93.69724982616559
